sector,category,activity_id,name,activity_unit,kgCO2e-AR5,kgCO2e-AR4,kgCO2,kgCH4,kgN2O,kgCO2e-OtherGHGs-AR5,kgCO2e-OtherGHGs-AR4,uncertainty,scope,lca_activity,source,year_released,years_valid,years_calculated_from,region,data_quality,contributor,date_accessed,description,source_link
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_caravans_motorhomes,Caravans and mobile homes,GBP,,0.999,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: purchase of caravans mobile homes/ purchase of motor caravan-outright purchase/ purchase of motor caravan-loan/HP. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_computer_software_games,Computer software and games,GBP,,1.502,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: computer software and games cartridges/ Console computer games. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_electronics_purchase_repair_fees,Consumer electronics (purchase/repair/fees),GBP,,0.76,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: audio equipment cd players incl in car. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_services-type_development_of_film_photos,Development of film photos,GBP,,0.045,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: development of film photos. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_directory_mailing_list_other_publishers,Directory/mailing list and other publishers,USD,,0.178,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: directory/mailing list and other publishers. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_dog_cat_food,Dog and cat food,USD,,0.757,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: dog and cat food. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_dolls_toys_games,Dolls/toys and games,USD,,3.571,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: dolls/toys and games. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_services-type_entertainment_cinema_events_tv_subscription,Entertainment (cinema/live events/theme parks/TV licenses/TV subscriptions),GBP,,0.241,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: cinemas/ live entertainment/theatre/concerts/shows/ museums/zoological gardens/theme parks/ TV licenses/ satellite subscriptions/ rent for TV/Satellite/VCR/ cable subscriptions/ TV slot meter payments/ video cassette and CD hire. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_equipment_for_sport_camping_open_air_recreation,Equipment for sport/camping/open-air recreation,GBP,,0.432,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: equipment for sport/camping and open-air recreation. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_fertilizers,Fertilizers,USD,,1.097,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: fertilizers. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_gambling_establishments_except_casino_hotels,Gambling establishments (except casino hotels),USD,,0.232,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: gambling establishments (except casino hotels). This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_games_toys_and_hobbies,Games/toys/hobbies,GBP,,0.432,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: games toys and hobbies. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_garden_decorative,Garden decorative,GBP,,0.406,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: garden decorative/ artificial flowers/potpourri. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_golf_courses_marinas_ski_resorts_fitness_other_rec_centers_industries,Golf courses/marinas/ski resorts/fitness and other rec centers and industries,USD,,0.304,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: golf courses/marinas/ski resorts/fitness and other rec centers and industries. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_independent_artists_writers_performers,Independent artists/writers and performers,USD,,0.014,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: independent artists/writers and performers. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_ink_ink_cartridges,Ink and ink cartridges,USD,,0.369,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: ink and ink cartridges. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_services-type_leisure_clubs_discos_social_gatherings,Leisure (clubs/discos/social gatherings),GBP,,0.423,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: admissions to clubs/dances/discos/bingo/ Social events and gatherings/ subscriptions for leisure activities. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
